Id,Group,Click,Basket,Purchase,Timestamp
47,Experience,1,1,0,2024-07-11 05:44:10
48,Experience,1,1,0,2024-07-12 16:10:28
49,Experience,1,1,1,2024-07-13 12:30:02
50,Experience,1,1,0,2024-07-10 03:41:10
51,Experience,0,0,0,2024-07-02 12:11:24
52,Experience,1,1,1,2024-07-05 00:14:49
53,Experience,0,0,0,2024-07-01 10:25:16
54,Experience,1,1,1,2024-07-05 01:40:01
55,Experience,1,1,1,2024-07-14 21:07:53
56,Experience,0,0,0,2024-07-01 12:42:26
57,Experience,1,0,0,2024-07-05 03:05:19
58,Experience,1,1,1,2024-07-11 12:06:41
59,Experience,1,1,1,2024-07-05 22:32:53
60,Experience,1,1,0,2024-07-08 17:54:25
61,Experience,1,1,0,2024-07-04 20:14:22
62,Experience,1,1,1,2024-07-11 21:52:26
63,Experience,1,0,0,2024-07-09 05:06:31
64,Experience,0,0,0,2024-07-09 12:18:02
65,Experience,1,1,1,2024-07-09 19:40:46
66,Experience,1,1,1,2024-07-10 07:38:58
67,Experience,1,1,0,2024-07-14 09:07:17
68,Experience,1,1,1,2024-07-06 06:01:12
69,Experience,1,0,0,2024-07-07 06:20:20
70,Experience,0,0,0,2024-07-14 18:28:32
71,Experience,1,1,1,2024-07-11 11:45:51
72,Experience,1,1,1,2024-07-06 16:50:58
73,Experience,0,0,0,2024-07-11 16:17:20
74,Experience,1,0,0,2024-07-03 20:36:36
75,Experience,1,0,0,2024-07-11 02:45:27
76,Experience,1,1,1,2024-07-12 04:21:20
77,Experience,0,0,0,2024-07-02 09:58:12
78,Experience,1,1,1,2024-07-14 13:51:50
79,Experience,1,1,0,2024-07-10 17:00:41
80,Experience,1,1,0,2024-07-05 14:52:11
81,Experience,0,0,0,2024-07-09 09:52:30
82,Experience,1,0,0,2024-07-09 00:28:17
83,Experience,1,0,0,2024-07-14 03:45:59
84,Experience,1,1,0,2024-07-10 11:45:56
85,Experience,0,0,0,2024-07-03 18:29:33
86,Experience,1,0,0,2024-07-06 01:06:15
87,Experience,1,0,0,2024-07-04 06:18:37
88,Experience,0,0,0,2024-07-12 11:14:02
89,Experience,1,1,0,2024-07-11 17:47:31
90,Experience,0,0,0,2024-07-06 16:03:14
91,Experience,1,1,0,2024-07-13 08:47:13
92,Experience,1,1,0,2024-07-09 05:56:26
93,Experience,1,1,0,2024-07-04 22:24:13
94,Experience,1,1,1,2024-07-04 17:23:43
95,Experience,1,0,0,2024-07-02 21:38:28
96,Experience,1,0,0,2024-07-06 10:52:34
97,Experience,1,1,1,2024-07-10 13:43:47
98,Experience,0,0,0,2024-07-04 15:13:09
99,Experience,1,1,1,2024-07-03 20:22:11
100,Experience,1,0,0,2024-07-06 22:46:37
101,Experience,0,0,0,2024-07-01 05:14:30
102,Experience,1,0,0,2024-07-10 08:44:34
103,Experience,1,0,0,2024-07-09 23:40:45
104,Experience,1,0,0,2024-07-01 10:23:28
105,Experience,0,0,0,2024-07-01 13:53:09
106,Experience,1,1,1,2024-07-02 05:23:46
107,Experience,0,0,0,2024-07-05 09:39:25
108,Experience,1,1,1,2024-07-03 21:25:43
109,Experience,0,0,0,2024-07-07 04:06:09
110,Experience,0,0,0,2024-07-08 18:14:35
111,Experience,0,0,0,2024-07-02 22:41:53
112,Experience,0,0,0,2024-07-09 13:42:04
113,Experience,0,0,0,2024-07-10 16:26:32
114,Experience,1,0,0,2024-07-06 08:22:44
115,Experience,0,0,0,2024-07-09 13:14:00
116,Experience,1,1,0,2024-07-06 22:27:02
117,Experience,1,0,0,2024-07-05 14:03:03
118,Experience,1,0,0,2024-07-12 15:06:51
119,Experience,1,1,0,2024-07-14 20:57:40
120,Experience,1,1,0,2024-07-14 10:55:34
121,Experience,1,1,0,2024-07-11 16:38:17
122,Experience,0,0,0,2024-07-06 10:38:59
123,Experience,0,0,0,2024-07-12 03:17:41
124,Experience,1,1,0,2024-07-02 18:35:45
125,Experience,1,0,0,2024-07-09 23:04:45
126,Experience,1,1,1,2024-07-13 13:51:33
127,Experience,0,0,0,2024-07-08 23:41:25
128,Experience,0,0,0,2024-07-14 19:58:06
129,Experience,0,0,0,2024-07-05 22:43:35
130,Experience,0,0,0,2024-07-06 12:18:55
131,Experience,0,0,0,2024-07-04 20:30:02
132,Experience,0,0,0,2024-07-03 17:40:40
133,Experience,1,1,0,2024-07-03 15:54:40
134,Experience,1,0,0,2024-07-10 10:02:46
135,Experience,1,0,0,2024-07-13 08:48:08
136,Experience,1,1,0,2024-07-04 18:25:44
137,Experience,1,1,0,2024-07-10 16:10:49
138,Experience,1,1,0,2024-07-05 01:01:12
139,Experience,1,1,0,2024-07-11 08:01:16
140,Experience,1,0,0,2024-07-07 13:42:01
141,Experience,1,1,1,2024-07-14 16:38:56
142,Experience,1,1,0,2024-07-14 20:00:34
143,Experience,1,1,0,2024-07-02 10:53:25
144,Experience,1,0,0,2024-07-11 21:53:25
145,Experience,1,1,0,2024-07-09 02:06:25
146,Experience,1,1,1,2024-07-14 09:27:28
147,Experience,0,0,0,2024-07-04 10:13:46
148,Experience,1,1,1,2024-07-12 16:25:44
149,Experience,1,1,1,2024-07-07 22:21:59
150,Experience,0,0,0,2024-07-06 13:50:59
151,Experience,1,1,0,2024-07-11 03:12:37
152,Experience,1,1,0,2024-07-05 11:43:03
153,Experience,1,0,0,2024-07-03 17:42:14
154,Experience,1,0,0,2024-07-13 15:21:13
155,Experience,0,0,0,2024-07-14 23:51:40
156,Experience,1,1,1,2024-07-07 21:02:16
157,Experience,0,0,0,2024-07-09 07:32:34
158,Experience,0,0,0,2024-07-08 07:18:42
159,Experience,1,0,0,2024-07-08 18:51:18
160,Experience,1,1,0,2024-07-11 13:17:26
161,Experience,1,1,1,2024-07-02 17:50:00
162,Experience,0,0,0,2024-07-09 06:01:20
163,Experience,1,0,0,2024-07-08 01:34:46
164,Experience,0,0,0,2024-07-10 08:29:14
165,Experience,0,0,0,2024-07-06 20:22:40
166,Experience,1,1,0,2024-07-07 17:23:18
167,Experience,1,1,1,2024-07-07 21:07:34
168,Experience,1,1,0,2024-07-12 10:46:08
169,Experience,1,0,0,2024-07-04 17:32:24
170,Experience,1,1,0,2024-07-03 00:54:17
171,Experience,0,0,0,2024-07-07 05:16:47
172,Experience,0,0,0,2024-07-04 11:23:55
173,Experience,1,1,0,2024-07-10 13:07:58
174,Experience,0,0,0,2024-07-10 02:44:12
175,Experience,1,1,1,2024-07-01 08:45:01
176,Experience,1,0,0,2024-07-09 00:12:08
177,Experience,1,1,0,2024-07-11 09:23:44
178,Experience,0,0,0,2024-07-06 11:38:22
179,Experience,0,0,0,2024-07-12 09:18:30
180,Experience,1,0,0,2024-07-07 02:46:51
181,Experience,1,0,0,2024-07-12 23:58:15
182,Experience,1,1,1,2024-07-03 04:19:57
183,Experience,1,0,0,2024-07-05 01:15:03
184,Experience,0,0,0,2024-07-07 19:24:13
185,Experience,1,1,1,2024-07-11 22:20:56
186,Experience,1,1,1,2024-07-06 14:55:21
187,Experience,1,1,0,2024-07-03 04:30:56
188,Experience,1,0,0,2024-07-05 01:44:03
189,Experience,0,0,0,2024-07-09 11:59:36
190,Experience,0,0,0,2024-07-03 13:51:50
191,Experience,0,0,0,2024-07-13 04:47:21
192,Experience,0,0,0,2024-07-12 05:17:36
193,Experience,1,1,1,2024-07-05 07:45:39
194,Experience,0,0,0,2024-07-03 04:34:00
195,Experience,1,0,0,2024-07-01 07:28:01
196,Experience,1,1,0,2024-07-12 18:01:58
197,Experience,0,0,0,2024-07-14 05:48:40
198,Experience,0,0,0,2024-07-08 15:21:16
199,Experience,1,1,0,2024-07-01 17:26:20
200,Experience,1,1,0,2024-07-03 17:56:17
201,Experience,0,0,0,2024-07-06 11:55:53
202,Experience,0,0,0,2024-07-02 06:52:45
203,Experience,1,1,0,2024-07-11 23:02:05
204,Experience,1,1,0,2024-07-03 15:46:55
205,Experience,1,0,0,2024-07-05 21:59:09
206,Experience,1,0,0,2024-07-06 22:32:48
207,Experience,1,0,0,2024-07-06 17:14:11
208,Experience,0,0,0,2024-07-14 15:30:36
209,Experience,1,1,1,2024-07-02 22:37:29
210,Experience,1,0,0,2024-07-09 04:01:54
211,Experience,0,0,0,2024-07-14 13:54:14
212,Experience,0,0,0,2024-07-12 21:48:17
213,Experience,1,0,0,2024-07-11 06:40:21
214,Experience,0,0,0,2024-07-11 01:52:24
215,Experience,1,1,0,2024-07-08 19:15:20
216,Experience,0,0,0,2024-07-14 10:27:17
217,Experience,1,1,0,2024-07-11 04:13:00
218,Experience,1,1,0,2024-07-14 09:19:55
219,Experience,0,0,0,2024-07-11 15:06:03
220,Experience,1,1,1,2024-07-08 06:49:09
221,Experience,1,0,0,2024-07-03 18:10:53
222,Experience,1,1,0,2024-07-02 17:22:30
223,Experience,0,0,0,2024-07-07 08:18:23
224,Experience,1,0,0,2024-07-10 13:44:45
225,Experience,0,0,0,2024-07-07 00:01:51
226,Experience,1,1,1,2024-07-05 02:13:14
227,Experience,0,0,0,2024-07-10 10:56:03
228,Experience,0,0,0,2024-07-03 21:51:15
229,Experience,1,0,0,2024-07-08 18:59:14
230,Experience,1,0,0,2024-07-07 01:49:42
231,Experience,1,0,0,2024-07-14 21:46:22
232,Experience,1,1,0,2024-07-06 07:54:46
233,Experience,1,0,0,2024-07-06 14:07:40
234,Experience,1,1,1,2024-07-04 21:44:35
235,Experience,0,0,0,2024-07-03 11:42:41
236,Experience,1,0,0,2024-07-08 11:32:37
237,Experience,1,1,0,2024-07-13 04:58:01
238,Experience,0,0,0,2024-07-12 03:35:25
239,Experience,1,1,1,2024-07-12 13:04:05
240,Experience,1,1,0,2024-07-06 00:22:55
241,Experience,0,0,0,2024-07-09 12:38:22
242,Experience,1,1,0,2024-07-11 12:00:46
243,Experience,0,0,0,2024-07-02 01:59:27
244,Experience,1,1,1,2024-07-02 01:44:46
245,Experience,1,1,0,2024-07-01 10:33:35
246,Experience,0,0,0,2024-07-05 15:10:45
247,Experience,0,0,0,2024-07-09 01:41:16
248,Experience,1,1,0,2024-07-10 08:31:56
249,Experience,1,1,0,2024-07-05 15:17:02
250,Experience,1,0,0,2024-07-10 18:50:15
251,Experience,1,0,0,2024-07-11 10:19:40
252,Experience,1,0,0,2024-07-06 14:21:23
253,Experience,0,0,0,2024-07-06 05:34:30
254,Experience,0,0,0,2024-07-01 17:54:38
255,Experience,1,0,0,2024-07-06 11:11:18
256,Experience,0,0,0,2024-07-11 18:31:12
257,Experience,1,1,1,2024-07-05 14:54:00
258,Experience,1,0,0,2024-07-14 11:34:22
259,Experience,0,0,0,2024-07-06 17:23:51
260,Experience,1,1,0,2024-07-08 01:48:26
261,Experience,0,0,0,2024-07-05 12:36:47
262,Experience,0,0,0,2024-07-11 05:53:18
263,Experience,1,1,0,2024-07-02 12:34:54
264,Experience,1,1,0,2024-07-12 03:58:54
265,Experience,1,1,1,2024-07-06 00:47:09
266,Experience,0,0,0,2024-07-12 06:51:35
267,Experience,1,1,1,2024-07-10 16:26:47
268,Experience,1,1,1,2024-07-10 20:46:25
269,Experience,0,0,0,2024-07-01 22:06:56
270,Experience,0,0,0,2024-07-14 14:51:06
271,Experience,0,0,0,2024-07-06 12:09:38
272,Experience,0,0,0,2024-07-10 18:22:39
273,Experience,0,0,0,2024-07-14 23:14:02
274,Experience,0,0,0,2024-07-14 10:29:46
275,Experience,0,0,0,2024-07-11 12:48:19
276,Experience,1,0,0,2024-07-08 01:10:19
277,Experience,1,0,0,2024-07-03 12:17:30
278,Experience,1,0,0,2024-07-08 09:39:05
279,Experience,1,0,0,2024-07-12 02:32:51
280,Experience,1,0,0,2024-07-12 22:13:12
281,Experience,1,1,0,2024-07-12 10:44:08
282,Experience,0,0,0,2024-07-13 15:06:28
283,Experience,1,0,0,2024-07-01 15:30:35
284,Experience,1,1,0,2024-07-02 04:52:12
285,Experience,1,1,0,2024-07-03 00:14:05
286,Experience,1,1,1,2024-07-12 18:31:55
287,Experience,0,0,0,2024-07-11 12:37:05
288,Experience,1,0,0,2024-07-01 02:08:37
289,Experience,0,0,0,2024-07-12 09:59:42
290,Experience,0,0,0,2024-07-01 18:31:47
291,Experience,1,0,0,2024-07-10 10:20:56
292,Experience,1,1,0,2024-07-05 04:15:30
293,Experience,1,0,0,2024-07-11 02:07:07
294,Experience,1,0,0,2024-07-08 14:49:59
295,Experience,0,0,0,2024-07-01 00:30:46
296,Experience,1,1,0,2024-07-11 05:29:12
297,Experience,0,0,0,2024-07-13 07:43:27
298,Experience,0,0,0,2024-07-05 09:05:47
299,Experience,1,0,0,2024-07-14 18:52:28
300,Experience,0,0,0,2024-07-09 19:49:55
301,Experience,1,1,0,2024-07-02 11:29:22
302,Experience,1,0,0,2024-07-01 04:41:04
303,Experience,0,0,0,2024-07-13 02:38:40
304,Experience,1,1,0,2024-07-08 01:08:02
305,Experience,1,1,1,2024-07-04 11:59:41
306,Experience,1,1,1,2024-07-07 19:20:29
307,Experience,0,0,0,2024-07-10 12:21:05
308,Experience,0,0,0,2024-07-11 17:44:34
309,Experience,1,1,0,2024-07-13 13:45:32
310,Experience,1,0,0,2024-07-04 13:56:17
311,Experience,1,0,0,2024-07-14 11:04:26
312,Experience,0,0,0,2024-07-09 06:28:05
313,Experience,1,1,0,2024-07-14 23:11:17
314,Experience,0,0,0,2024-07-08 12:32:02
315,Experience,1,0,0,2024-07-10 19:07:51
316,Experience,0,0,0,2024-07-14 00:40:41
317,Experience,1,1,0,2024-07-04 09:59:05
318,Experience,0,0,0,2024-07-01 16:21:39
319,Experience,0,0,0,2024-07-09 16:31:03
320,Experience,1,1,0,2024-07-07 19:49:25
321,Experience,1,0,0,2024-07-14 08:50:42
322,Experience,0,0,0,2024-07-10 19:51:54
323,Experience,1,1,0,2024-07-12 05:30:38
324,Experience,1,1,1,2024-07-12 08:51:44
325,Experience,1,1,1,2024-07-01 20:07:28
326,Experience,1,1,0,2024-07-13 04:08:52
327,Experience,1,0,0,2024-07-05 19:43:49
328,Experience,1,1,1,2024-07-08 18:52:08
329,Experience,1,0,0,2024-07-04 14:23:56
330,Experience,0,0,0,2024-07-04 08:01:53
331,Experience,1,1,1,2024-07-02 04:04:04
332,Experience,1,1,0,2024-07-11 02:33:01
333,Experience,1,0,0,2024-07-10 07:19:43
334,Experience,1,0,0,2024-07-13 05:17:21
335,Experience,0,0,0,2024-07-08 13:08:29
336,Experience,1,1,0,2024-07-02 17:10:41
337,Experience,1,1,1,2024-07-13 08:46:56
338,Experience,0,0,0,2024-07-10 23:54:27
339,Experience,1,0,0,2024-07-05 01:20:09
340,Experience,0,0,0,2024-07-04 05:16:08
341,Experience,1,1,0,2024-07-10 08:57:03
342,Experience,1,0,0,2024-07-11 09:52:34
343,Experience,0,0,0,2024-07-10 12:47:18
344,Experience,1,1,0,2024-07-08 14:42:02
345,Experience,1,1,0,2024-07-11 14:33:42
346,Experience,0,0,0,2024-07-08 12:33:13
347,Experience,0,0,0,2024-07-13 16:29:48
348,Experience,1,1,0,2024-07-06 20:57:23
349,Experience,1,0,0,2024-07-09 19:51:14
350,Experience,0,0,0,2024-07-02 22:16:55
351,Experience,1,0,0,2024-07-02 20:31:39
352,Experience,0,0,0,2024-07-02 02:28:53
353,Experience,1,0,0,2024-07-09 21:54:28
354,Experience,0,0,0,2024-07-07 17:32:14
355,Experience,1,1,0,2024-07-02 04:37:19
356,Experience,1,0,0,2024-07-09 09:41:53
357,Experience,0,0,0,2024-07-02 21:52:49
358,Experience,1,0,0,2024-07-10 13:05:18
359,Experience,1,1,1,2024-07-01 11:29:05
360,Experience,1,1,1,2024-07-07 03:55:28
361,Experience,0,0,0,2024-07-04 12:25:12
362,Experience,0,0,0,2024-07-02 05:20:55
363,Experience,0,0,0,2024-07-14 03:18:21
364,Experience,1,0,0,2024-07-10 11:56:41
365,Experience,1,1,0,2024-07-11 06:21:09
366,Experience,0,0,0,2024-07-07 21:45:29
367,Experience,1,0,0,2024-07-12 00:10:23
368,Experience,1,0,0,2024-07-04 03:40:29
369,Experience,1,1,1,2024-07-10 11:34:40
370,Experience,1,0,0,2024-07-02 23:10:18
371,Experience,0,0,0,2024-07-09 10:10:15
372,Experience,1,0,0,2024-07-01 08:22:25
373,Experience,0,0,0,2024-07-04 06:03:09
374,Experience,1,1,1,2024-07-06 00:23:05
375,Experience,0,0,0,2024-07-03 01:18:26
376,Experience,1,0,0,2024-07-14 06:11:05
377,Experience,1,1,1,2024-07-13 07:01:20
378,Experience,0,0,0,2024-07-03 09:17:34
379,Experience,1,1,0,2024-07-11 01:25:19
380,Experience,1,1,0,2024-07-10 05:29:10
381,Experience,0,0,0,2024-07-14 06:11:53
382,Experience,1,1,0,2024-07-05 21:04:34
383,Experience,1,1,0,2024-07-09 15:46:48
384,Experience,1,1,0,2024-07-04 00:39:27
385,Experience,1,1,1,2024-07-01 07:10:49
386,Experience,1,1,1,2024-07-07 07:13:55
387,Experience,1,0,0,2024-07-13 12:55:42
388,Experience,1,0,0,2024-07-07 16:53:52
389,Experience,0,0,0,2024-07-13 09:17:21
390,Experience,1,0,0,2024-07-11 07:48:44
391,Experience,1,1,0,2024-07-12 21:42:01
392,Experience,0,0,0,2024-07-07 00:16:39
393,Experience,1,1,0,2024-07-14 00:10:27
394,Experience,0,0,0,2024-07-02 12:59:09
395,Experience,1,1,0,2024-07-03 10:09:25
396,Experience,1,0,0,2024-07-08 10:45:49
397,Experience,0,0,0,2024-07-01 04:04:13
398,Experience,1,1,1,2024-07-02 05:00:55
399,Experience,1,0,0,2024-07-12 00:23:37
400,Experience,1,0,0,2024-07-14 18:00:09
401,Experience,0,0,0,2024-07-12 08:26:51
402,Experience,0,0,0,2024-07-13 02:17:39
403,Experience,1,1,0,2024-07-08 11:54:03
404,Experience,1,0,0,2024-07-08 02:11:33
405,Experience,1,1,0,2024-07-04 23:05:12
406,Experience,1,0,0,2024-07-06 19:36:22
407,Experience,1,0,0,2024-07-04 10:26:30
408,Experience,0,0,0,2024-07-02 20:39:59
409,Experience,1,0,0,2024-07-03 03:35:44
410,Experience,1,0,0,2024-07-08 18:58:34
411,Experience,1,0,0,2024-07-11 08:20:46
412,Experience,1,1,1,2024-07-10 04:38:17
413,Experience,1,1,0,2024-07-12 12:05:07
414,Experience,0,0,0,2024-07-07 09:23:31
415,Experience,0,0,0,2024-07-11 09:53:33
416,Experience,1,1,0,2024-07-13 20:58:35
417,Experience,0,0,0,2024-07-11 16:00:18
418,Experience,1,1,0,2024-07-02 18:30:32
419,Experience,1,1,1,2024-07-03 16:37:17
420,Experience,1,0,0,2024-07-06 15:37:09
421,Experience,1,0,0,2024-07-03 16:27:19
422,Experience,1,0,0,2024-07-06 12:38:57
423,Experience,1,0,0,2024-07-06 20:54:02
424,Experience,0,0,0,2024-07-04 08:53:45
425,Experience,1,1,0,2024-07-14 01:36:33
426,Experience,1,1,0,2024-07-10 22:18:04
427,Experience,1,1,1,2024-07-14 21:54:08
428,Experience,1,1,0,2024-07-08 12:05:01
429,Experience,1,0,0,2024-07-09 08:55:16
430,Experience,0,0,0,2024-07-06 21:21:56
431,Experience,1,0,0,2024-07-07 21:44:06
432,Experience,1,0,0,2024-07-09 05:11:39
433,Experience,1,1,0,2024-07-02 12:16:04
434,Experience,0,0,0,2024-07-09 01:26:54
435,Experience,0,0,0,2024-07-03 02:23:51
436,Experience,0,0,0,2024-07-14 12:19:13
437,Experience,1,1,0,2024-07-02 18:43:41
438,Experience,0,0,0,2024-07-13 03:52:09
439,Experience,1,1,0,2024-07-11 06:52:30
440,Experience,1,0,0,2024-07-08 20:47:12
441,Experience,0,0,0,2024-07-05 07:29:12
442,Experience,1,0,0,2024-07-02 04:21:27
443,Experience,1,0,0,2024-07-01 00:41:01
444,Experience,1,0,0,2024-07-14 20:15:43
445,Experience,0,0,0,2024-07-14 20:50:32
446,Experience,1,1,0,2024-07-02 22:37:31
447,Experience,0,0,0,2024-07-05 20:53:54
448,Experience,0,0,0,2024-07-04 04:53:04
449,Experience,1,1,1,2024-07-02 16:20:12
450,Experience,0,0,0,2024-07-08 14:05:46
451,Experience,1,0,0,2024-07-04 13:23:09
452,Experience,1,1,0,2024-07-02 11:47:09
453,Experience,1,1,0,2024-07-03 01:51:09
454,Experience,1,1,1,2024-07-01 23:05:25
455,Experience,0,0,0,2024-07-02 10:47:28
456,Experience,0,0,0,2024-07-04 14:11:35
457,Experience,1,1,0,2024-07-05 13:00:42
458,Experience,0,0,0,2024-07-01 16:02:08
459,Experience,1,1,1,2024-07-03 15:01:13
460,Experience,0,0,0,2024-07-05 00:58:47
461,Experience,1,0,0,2024-07-03 12:37:16
462,Experience,0,0,0,2024-07-13 07:10:42
463,Experience,1,0,0,2024-07-06 00:03:36
464,Experience,0,0,0,2024-07-09 10:19:32
465,Experience,0,0,0,2024-07-02 10:37:06
466,Experience,1,0,0,2024-07-10 05:24:07
467,Experience,1,0,0,2024-07-07 01:21:43
468,Experience,0,0,0,2024-07-05 11:46:54
469,Experience,1,1,0,2024-07-02 01:33:03
470,Experience,1,1,0,2024-07-05 10:20:19
471,Experience,1,1,1,2024-07-01 01:28:37
472,Experience,0,0,0,2024-07-10 04:05:55
473,Experience,1,0,0,2024-07-03 03:42:06
474,Experience,1,1,1,2024-07-09 12:46:18
475,Experience,0,0,0,2024-07-10 02:48:35
476,Experience,0,0,0,2024-07-02 10:35:37
477,Experience,1,0,0,2024-07-03 06:14:31
478,Experience,1,0,0,2024-07-06 10:06:06
479,Experience,1,0,0,2024-07-07 05:53:59
480,Experience,1,1,1,2024-07-02 05:33:33
481,Experience,0,0,0,2024-07-13 05:51:33
482,Experience,1,1,0,2024-07-09 19:34:23
483,Experience,0,0,0,2024-07-05 08:44:19
484,Experience,0,0,0,2024-07-13 18:45:53
485,Experience,1,1,1,2024-07-11 00:53:30
486,Experience,1,0,0,2024-07-07 05:59:19
487,Experience,1,1,0,2024-07-08 19:26:56
488,Experience,0,0,0,2024-07-11 02:03:14
489,Experience,1,0,0,2024-07-06 09:39:51
490,Experience,0,0,0,2024-07-09 23:58:57
491,Experience,1,1,0,2024-07-11 06:56:55
492,Experience,1,1,0,2024-07-06 14:20:55
493,Experience,1,1,1,2024-07-10 13:28:27
494,Experience,1,1,0,2024-07-11 12:30:54
495,Experience,0,0,0,2024-07-12 20:18:26
496,Experience,1,1,0,2024-07-07 21:36:25
497,Experience,1,1,1,2024-07-02 22:50:34
498,Experience,1,0,0,2024-07-06 08:19:30
499,Experience,1,1,1,2024-07-01 17:17:04
500,Experience,1,1,0,2024-07-03 18:36:44
501,Experience,1,1,0,2024-07-12 02:05:06
502,Experience,1,1,1,2024-07-10 10:44:45
503,Experience,1,0,0,2024-07-06 00:19:50
504,Experience,1,1,0,2024-07-08 03:16:52
505,Experience,1,0,0,2024-07-09 04:59:01
506,Experience,1,1,0,2024-07-13 04:01:39
507,Experience,1,1,1,2024-07-10 11:15:18
508,Experience,1,1,0,2024-07-02 21:31:30
509,Experience,0,0,0,2024-07-09 12:16:34
510,Experience,0,0,0,2024-07-04 05:22:08
511,Experience,0,0,0,2024-07-10 14:30:41
512,Experience,0,0,0,2024-07-02 06:24:28
513,Experience,1,1,1,2024-07-13 09:46:58
514,Experience,1,0,0,2024-07-09 04:28:39
515,Experience,0,0,0,2024-07-07 21:33:35
516,Experience,0,0,0,2024-07-02 17:03:37
517,Experience,0,0,0,2024-07-07 11:25:37
518,Experience,1,1,0,2024-07-07 17:17:43
519,Experience,0,0,0,2024-07-03 02:16:03
520,Experience,1,1,1,2024-07-11 16:44:43
521,Experience,0,0,0,2024-07-08 19:18:31
522,Experience,0,0,0,2024-07-03 08:40:33
523,Experience,0,0,0,2024-07-02 23:30:16
524,Experience,1,1,1,2024-07-02 03:16:34
525,Experience,1,0,0,2024-07-10 21:24:16
526,Experience,0,0,0,2024-07-14 06:58:18
527,Experience,1,0,0,2024-07-01 23:01:49
528,Experience,1,0,0,2024-07-10 21:25:23
529,Experience,1,1,1,2024-07-06 01:29:25
530,Experience,1,0,0,2024-07-12 11:27:03
531,Experience,0,0,0,2024-07-12 15:33:59
532,Experience,0,0,0,2024-07-11 12:13:43
533,Experience,1,0,0,2024-07-04 16:54:47
534,Experience,0,0,0,2024-07-08 18:20:35
535,Experience,0,0,0,2024-07-06 02:24:54
536,Experience,1,1,0,2024-07-12 13:48:49
537,Experience,0,0,0,2024-07-03 20:23:17
538,Experience,1,1,0,2024-07-09 03:37:27
539,Experience,1,0,0,2024-07-08 00:37:54
540,Experience,1,1,1,2024-07-14 23:42:01
541,Experience,1,0,0,2024-07-11 03:17:56
542,Experience,1,0,0,2024-07-11 16:52:59
543,Experience,1,0,0,2024-07-09 16:23:18
544,Experience,0,0,0,2024-07-13 22:28:10
545,Experience,0,0,0,2024-07-12 17:41:03
546,Experience,1,1,0,2024-07-14 03:39:16
547,Experience,0,0,0,2024-07-07 15:33:51
548,Experience,1,1,1,2024-07-13 00:08:15
549,Experience,1,0,0,2024-07-01 05:19:50
550,Experience,1,1,0,2024-07-05 20:36:37
551,Experience,1,1,1,2024-07-01 03:52:03
552,Experience,1,1,1,2024-07-05 01:17:35
553,Experience,1,1,0,2024-07-13 16:49:52
554,Experience,1,1,0,2024-07-14 09:00:47
555,Experience,1,0,0,2024-07-02 12:21:10
556,Experience,1,0,0,2024-07-01 23:35:17
557,Experience,1,0,0,2024-07-05 22:23:46
558,Experience,1,1,0,2024-07-10 07:42:39
